Gene	Gene name	Reliability	Enhanced	Supported	Approved	Uncertain	Single-cell variation intensity	Single-cell variation spatial	Cell cycle dependency	GO id
ENSG00000177425	PAWR	Enhanced	Actin filaments;Plasma membrane							Actin filaments (GO:0015629);Plasma membrane (GO:0005886)
ENSG00000177426	TGIF1	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000177432	NAP1L5	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000177453	NIM1K	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000177459	ERICH5	Approved			Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000177463	NR2C2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000177469	PTRF	Supported		Plasma membrane	Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000177479	ARIH2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000177485	ZBTB33	Enhanced	Cytosol;Nucleus;Plasma membrane							Cytosol (GO:0005829);Nucleus (GO:0005634);Plasma membrane (GO:0005886)
ENSG00000177494	ZBED2	Approved			Cytosol;Mitochondria;Nuclear bodies			Mitochondria		Cytosol (GO:0005829);Mitochondria (GO:0005739);Nuclear bodies (GO:0016604)
ENSG00000177508	IRX3	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000177511	ST8SIA3	Supported		Golgi apparatus			Golgi apparatus			Golgi apparatus (GO:0005794)
ENSG00000177542	SLC25A22	Enhanced	Mitochondria;Nucleoplasm							Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
ENSG00000177548	RABEP2	Supported		Cytosol;Vesicles						Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000177551	NHLH2	Approved			Nuclear bodies;Nucleoplasm			Nuclear bodies;Nucleoplasm		Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000177556	ATOX1	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000177565	TBL1XR1	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000177570	SAMD12	Approved			Cytosol;Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000177575	CD163	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000177576	C18orf32	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000177595	PIDD1	Approved		Cytosol	Golgi apparatus					Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
ENSG00000177600	RPLP2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000177602	GSG2	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000177606	JUN	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000177613	CSTF2T	Enhanced	Nucleoplasm				Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000177614	PGBD5	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000177646	ACAD9	Enhanced	Mitochondria				Mitochondria			Mitochondria (GO:0005739)
ENSG00000177663	IL17RA	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000177666	PNPLA2	Enhanced	Lipid droplets		Nucleoplasm			Lipid droplets		Lipid droplets (GO:0005811);Nucleoplasm (GO:0005654)
ENSG00000177669	MBOAT4	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000177674	AGTRAP	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000177675	CD163L1	Approved			Centrosome;Cytosol;Nucleoplasm					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000177679	SRRM3	Approved			Intermediate filaments;Microtubules;Plasma membrane					Intermediate filaments (GO:0045111);Microtubules (GO:0015630);Plasma membrane (GO:0005886)
ENSG00000177683	THAP5	Enhanced	Nucleus							Nucleus (GO:0005634)
ENSG00000177688	SUMO4	Approved			Nuclear bodies;Nucleoplasm					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000177694	NAALADL2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000177706	FAM20C	Approved			Cytosol;Golgi apparatus;Nucleoplasm					Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000177707	NECTIN3	Approved			Microtubule organizing center					Microtubule organizing center (GO:0005815)
ENSG00000177721	ANXA2R	Approved			Cytoplasmic bodies;Cytosol;Nucleoplasm		Cytoplasmic bodies			Cytoplasmic bodies (GO:0036464);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000177728	TMEM94	Supported		Nucleoplasm	Nuclear bodies					Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000177731	FLII	Supported		Cytosol;Microtubule organizing center;Nucleoplasm						Cytosol (GO:0005829);Microtubule organizing center (GO:0005815);Nucleoplasm (GO:0005654)
ENSG00000177732	SOX12	Supported		Nucleoplasm			Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000177733	HNRNPA0	Enhanced	Nucleoplasm				Nucleoplasm		N/A (custom data)	Nucleoplasm (GO:0005654)
ENSG00000177830	CHID1	Uncertain				Intermediate filaments;Nucleoplasm	Intermediate filaments			Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
ENSG00000177842	ZNF620	Approved			Centrosome					Centrosome (GO:0005813)
ENSG00000177853	ZNF518A	Approved			Nucleus		Nucleus			Nucleus (GO:0005634)
ENSG00000177854	TMEM187	Approved			Cytosol;Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000177868	SVBP	Approved			Cytosol;Nuclear bodies;Nucleoplasm		Nuclear bodies			Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000177873	ZNF619	Approved			Intermediate filaments;Nucleoplasm					Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
ENSG00000177875	CCDC184	Approved			Cytosol;Mitochondria		Cytosol			Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000177879	AP3S1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000177885	GRB2	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000177888	ZBTB41	Approved			Cytosol;Nuclear membrane;Nucleus					Cytosol (GO:0005829);Nuclear membrane (GO:0031965);Nucleus (GO:0005634)
ENSG00000177889	UBE2N	Supported		Nucleoli fibrillar center;Nucleus						Nucleoli fibrillar center (GO:0001650);Nucleus (GO:0005634)
ENSG00000177917	ARL6IP6	Approved			Cytosol;Nuclear membrane					Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000177932	ZNF354C	Supported		Cytosol;Nuclear membrane						Cytosol (GO:0005829);Nuclear membrane (GO:0031965)
ENSG00000177943	MAMDC4	Approved			Cytosol;Nucleoplasm		Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000177946	CENPBD1	Approved			Nucleoli;Vesicles					Nucleoli (GO:0005730);Vesicles (GO:0043231)
ENSG00000177951	BET1L	Approved			Golgi apparatus;Nucleus		Nucleus			Golgi apparatus (GO:0005794);Nucleus (GO:0005634)
ENSG00000177954	RPS27	Approved			Cytosol;Endoplasmic reticulum;Nucleoli					Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730)
ENSG00000177963	RIC8A	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000177971	IMP3	Enhanced	Nucleoli;Nucleus				Nucleoli			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000177990	DPY19L2	Approved			Mitochondria;Nucleus		Mitochondria;Nucleus			Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000178021	TSPYL6	Approved			Centrosome;Cytosol;Nucleoli					Centrosome (GO:0005813);Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000178026	LRRC75B	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000178028	DMAP1	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000178033	FAM26E	Approved			Golgi apparatus					Golgi apparatus (GO:0005794)
ENSG00000178035	IMPDH2	Enhanced	Cytosol;Rods & Rings							Cytosol (GO:0005829);Rods & Rings ()
ENSG00000178075	GRAMD1C	Uncertain				Cytosol;Plasma membrane				Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000178104	PDE4DIP	Supported		Golgi apparatus						Golgi apparatus (GO:0005794)
ENSG00000178105	DDX10	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000178127	NDUFV2	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000178149	DALRD3	Approved			Cytosol;Nuclear bodies;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000178150	ZNF114	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000178163	ZNF518B	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000178171	AMER3	Approved		Nuclear bodies	Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000178177	LCORL	Supported		Nuclear membrane;Nucleoplasm						Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000178184	PARD6G	Approved			Plasma membrane					Plasma membrane (GO:0005886)
ENSG00000178188	SH2B1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000178199	ZC3H12D	Supported		Cytoplasmic bodies;Nucleoplasm						Cytoplasmic bodies (GO:0036464);Nucleoplasm (GO:0005654)
ENSG00000178201	VN1R1	Uncertain				Nucleus;Vesicles	Nucleus			Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000178202	KDELC2	Supported		Nucleoplasm	Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000178209	PLEC	Enhanced	Cytosol;Focal adhesion sites;Intermediate filaments							Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Intermediate filaments (GO:0045111)
ENSG00000178229	ZNF543	Approved			Cytosol;Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000178252	WDR6	Supported		Cytosol	Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000178295	GEN1	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000178301	AQP11	Approved			Nucleoplasm;Vesicles					Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
ENSG00000178307	TMEM11	Supported		Mitochondria			Mitochondria			Mitochondria (GO:0005739)
ENSG00000178338	ZNF354B	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000178343	SHISA3	Approved			Cytosol;Lipid droplets					Cytosol (GO:0005829);Lipid droplets (GO:0005811)
ENSG00000178372	CALML5	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000178385	PLEKHM3	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000178386	ZNF223	Approved			Mitochondria;Nucleus					Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000178397	FAM220A	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000178401	DNAJC22	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000178404	CEP295NL	Approved			Vesicles		Vesicles			Vesicles (GO:0043231)
ENSG00000178409	BEND3	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000178445	GLDC	Supported		Mitochondria		Nucleus				Mitochondria (GO:0005739);Nucleus (GO:0005634)
ENSG00000178449	COX14	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000178460	MCMDC2	Approved			Actin filaments					Actin filaments (GO:0015629)
ENSG00000178467	P4HTM	Uncertain				Cytosol;Vesicles				Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000178498	DTX3	Approved			Golgi apparatus;Nucleoli;Nucleus		Golgi apparatus	Nucleoli;Nucleus		Golgi apparatus (GO:0005794);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000178531	CTXN1	Approved			Cell Junctions;Nucleoplasm;Plasma membrane					Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000178537	SLC25A20	Supported		Cytosol;Mitochondria						Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000178585	CTNNBIP1	Approved			Cell Junctions;Mitochondria;Plasma membrane					Cell Junctions (GO:0030054);Mitochondria (GO:0005739);Plasma membrane (GO:0005886)
ENSG00000178597	PSAPL1	Enhanced	Cytosol							Cytosol (GO:0005829)
ENSG00000178605	GTPBP6	Uncertain				Mitochondria				Mitochondria (GO:0005739)
ENSG00000178662	CSRNP3	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000178665	ZNF713	Approved			Nucleoli					Nucleoli (GO:0005730)
ENSG00000178685	PARP10	Supported		Cytosol;Nucleoli				Cytosol;Nucleoli		Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000178691	SUZ12	Approved			Nuclear bodies;Nucleoli;Nucleus			Nuclear bodies;Nucleoli;Nucleus		Nuclear bodies (GO:0016604);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000178694	NSUN3	Approved			Nuclear membrane;Nucleoplasm					Nuclear membrane (GO:0031965);Nucleoplasm (GO:0005654)
ENSG00000178695	KCTD12	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000178700	DHFR2	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000178718	RPP25	Supported		Microtubule organizing center;Nucleoplasm						Microtubule organizing center (GO:0005815);Nucleoplasm (GO:0005654)
ENSG00000178719	GRINA	Approved			Cytosol;Nucleoli fibrillar center					Cytosol (GO:0005829);Nucleoli fibrillar center (GO:0001650)
ENSG00000178726	THBD	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000178750	STX19	Approved			Cytosol;Intermediate filaments					Cytosol (GO:0005829);Intermediate filaments (GO:0045111)
ENSG00000178752	ERFE	Approved			Endoplasmic reticulum;Microtubule organizing center					Endoplasmic reticulum (GO:0005783);Microtubule organizing center (GO:0005815)
ENSG00000178761	FAM219B	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000178764	ZHX2	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000178776	C5orf46	Approved			Mitochondria;Nuclear speckles					Mitochondria (GO:0005739);Nuclear speckles (GO:0016607)
ENSG00000178796	RIIAD1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000178802	MPI	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000178809	TRIM73	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000178814	OPLAH	Approved			Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650)
ENSG00000178826	TMEM139	Approved			Focal adhesion sites;Plasma membrane					Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886)
ENSG00000178852	EFCAB13	Supported		Cytosol;Nucleus	Nuclear speckles					Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleus (GO:0005634)
ENSG00000178860	MSC	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000178878	APOLD1	Enhanced	Cytosol;Nucleoplasm				Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000178882	RFLNA	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000178896	EXOSC4	Supported		Cytosol;Intermediate filaments						Cytosol (GO:0005829);Intermediate filaments (GO:0045111)
ENSG00000178904	DPY19L3	Approved			Microtubules					Microtubules (GO:0015630)
ENSG00000178913	TAF7	Supported		Golgi apparatus;Nucleoplasm						Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000178921	PFAS	Approved			Nucleoplasm;Plasma membrane					Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000178922	HYI	Approved			Cytosol;Golgi apparatus;Plasma membrane		Plasma membrane		N/A (custom data)	Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000178927	C17orf62	Approved			Cell Junctions;Plasma membrane					Cell Junctions (GO:0030054);Plasma membrane (GO:0005886)
ENSG00000178935	ZNF552	Uncertain				Nucleus	Nucleus			Nucleus (GO:0005634)
ENSG00000178950	GAK	Enhanced	Golgi apparatus;Vesicles							Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000178951	ZBTB7A	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000178952	TUFM	Enhanced	Mitochondria							Mitochondria (GO:0005739)
ENSG00000178966	RMI1	Supported		Nuclear bodies;Nucleoplasm						Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000178974	FBXO34	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000178982	EIF3K	Supported		Cytosol			Cytosol			Cytosol (GO:0005829)
ENSG00000178996	SNX18	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000178999	AURKB	Enhanced	Midbody;Nucleoplasm				Nucleoplasm		Midbody (biological definition);N/A (custom data)	Midbody (GO:0030496);Nucleoplasm (GO:0005654)
ENSG00000179008	C14orf39	Approved			Nucleoli;Nucleus		Nucleoli			Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179010	MRFAP1	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000179021	C3orf38	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000179023	KLHDC7A	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000179029	TMEM107	Approved			Cytosol;Midbody;Midbody ring;Nucleoplasm				Midbody (biological definition);Midbody ring (biological definition)	Cytosol (GO:0005829);Midbody (GO:0030496);Midbody ring (GO:0090543);Nucleoplasm (GO:0005654)
ENSG00000179041	RRS1	Enhanced	Nucleoli							Nucleoli (GO:0005730)
ENSG00000179044	EXOC3L1	Approved			Plasma membrane;Vesicles					Plasma membrane (GO:0005886);Vesicles (GO:0043231)
ENSG00000179046	TRIML2	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000179071	CCDC89	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179083	FAM133A	Approved			Nucleoli;Nucleus		Nucleoli	Nucleoli;Nucleus		Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179091	CYC1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000179094	PER1	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179104	TMTC2	Approved			Actin filaments;Plasma membrane		Actin filaments			Actin filaments (GO:0015629);Plasma membrane (GO:0005886)
ENSG00000179111	HES7	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179115	FARSA	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000179119	SPTY2D1	Approved			Nucleoli;Nucleus					Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179133	C10orf67	Approved			Nuclear speckles;Nucleoli;Nucleoplasm		Nucleoli			Nuclear speckles (GO:0016607);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
ENSG00000179134	SAMD4B	Enhanced	Cytosol				Cytosol			Cytosol (GO:0005829)
ENSG00000179144	GIMAP7	Approved			Cytosol;Vesicles					Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000179148	ALOXE3	Approved			Cytosol;Plasma membrane					Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000179151	EDC3	Supported		Cytoplasmic bodies						Cytoplasmic bodies (GO:0036464)
ENSG00000179178	TMEM125	Approved			Cytosol;Midbody				Midbody (biological definition)	Cytosol (GO:0005829);Midbody (GO:0030496)
ENSG00000179195	ZNF664	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179222	MAGED1	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000179240	RP11-111M22.2	Approved			Centrosome;Endoplasmic reticulum;Nucleoplasm					Centrosome (GO:0005813);Endoplasmic reticulum (GO:0005783);Nucleoplasm (GO:0005654)
ENSG00000179241	LDLRAD3	Supported		Cell Junctions						Cell Junctions (GO:0030054)
ENSG00000179242	CDH4	Enhanced	Plasma membrane							Plasma membrane (GO:0005886)
ENSG00000179262	RAD23A	Enhanced	Nucleoplasm	Cytosol						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179271	GADD45GIP1	Supported		Mitochondria						Mitochondria (GO:0005739)
ENSG00000179284	DAND5	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000179292	TMEM151A	Approved			Cytosol;Nucleoli					Cytosol (GO:0005829);Nucleoli (GO:0005730)
ENSG00000179295	PTPN11	Supported		Cytosol;Nucleoli;Nucleus	Actin filaments		Nucleoli			Actin filaments (GO:0015629);Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179299	NSUN7	Supported		Vesicles						Vesicles (GO:0043231)
ENSG00000179300	ZCCHC5	Approved			Golgi apparatus;Nucleoplasm;Plasma membrane		Golgi apparatus			Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000179314	WSCD1	Approved			Golgi apparatus;Nucleoplasm					Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ENSG00000179335	CLK3	Supported		Intermediate filaments;Nucleoplasm						Intermediate filaments (GO:0045111);Nucleoplasm (GO:0005654)
ENSG00000179344	HLA-DQB1	Supported		Rods & Rings	Golgi apparatus					Golgi apparatus (GO:0005794);Rods & Rings ()
ENSG00000179348	GATA2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000179361	ARID3B	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000179363	TMEM31	Approved			Nucleoli fibrillar center					Nucleoli fibrillar center (GO:0001650)
ENSG00000179364	PACS2	Approved			Mitochondria					Mitochondria (GO:0005739)
ENSG00000179387	ELMOD2	Approved			Cytosol;Nucleoli;Nucleus					Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleus (GO:0005634)
ENSG00000179388	EGR3	Uncertain				Nucleus;Vesicles				Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000179399	GPC5	Approved			Cytosol;Nucleus					Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000179409	GEMIN4	Supported		Cytosol;Nuclear bodies						Cytosol (GO:0005829);Nuclear bodies (GO:0016604)
ENSG00000179431	FJX1	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000179454	KLHL28	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000179455	MKRN3	Approved			Cytosol;Nucleoplasm;Plasma membrane					Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
ENSG00000179476	C14orf28	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000179477	ALOX12B	Approved			Cytosol					Cytosol (GO:0005829)
ENSG00000179526	SHARPIN	Supported		Cytosol;Nucleus						Cytosol (GO:0005829);Nucleus (GO:0005634)
ENSG00000179528	LBX2	Approved			Midbody;Nucleus		Nucleus		Midbody (biological definition)	Midbody (GO:0030496);Nucleus (GO:0005634)
ENSG00000179532	DNHD1	Approved			Cytokinetic bridge;Nucleoplasm		Cytokinetic bridge		Cytokinetic bridge (biological definition)	Cytokinetic bridge (GO:0045171);Nucleoplasm (GO:0005654)
ENSG00000179542	SLITRK4	Uncertain				Microtubules				Microtubules (GO:0015630)
ENSG00000179562	GCC1	Enhanced	Cytosol;Golgi apparatus;Plasma membrane							Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886)
ENSG00000179583	CIITA	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179588	ZFPM1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179593	ALOX15B	Supported		Cytosol;Plasma membrane						Cytosol (GO:0005829);Plasma membrane (GO:0005886)
ENSG00000179604	CDC42EP4	Enhanced	Actin filaments;Microtubules;Plasma membrane							Actin filaments (GO:0015629);Microtubules (GO:0015630);Plasma membrane (GO:0005886)
ENSG00000179627	ZBTB42	Supported		Nucleus						Nucleus (GO:0005634)
ENSG00000179632	MAF1	Supported		Nucleus	Nucleoli;Vesicles					Nucleoli (GO:0005730);Nucleus (GO:0005634);Vesicles (GO:0043231)
ENSG00000179715	PCED1B	Approved			Golgi apparatus;Vesicles					Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000179750	APOBEC3B	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179772	FOXS1	Approved			Cytosol;Nucleoplasm					Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179820	MYADM	Approved			Nuclear speckles					Nuclear speckles (GO:0016607)
ENSG00000179833	SERTAD2	Supported		Cytosol;Nucleoplasm						Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
ENSG00000179841	AKAP5	Approved			Nucleoplasm					Nucleoplasm (GO:0005654)
ENSG00000179855	GIPC3	Approved			Golgi apparatus;Nuclear bodies;Nucleoplasm					Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ENSG00000179862	CITED4	Approved			Vesicles					Vesicles (GO:0043231)
ENSG00000179869	ABCA13	Approved			Centrosome;Cytosol;Vesicles					Centrosome (GO:0005813);Cytosol (GO:0005829);Vesicles (GO:0043231)
ENSG00000179873	NLRP11	Supported		Cytosol						Cytosol (GO:0005829)
ENSG00000179889	PDXDC1	Enhanced	Golgi apparatus;Vesicles							Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
ENSG00000179902	C1orf194	Uncertain				Cytosol;Nuclear speckles				Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
ENSG00000179912	R3HDM2	Supported		Nucleoplasm						Nucleoplasm (GO:0005654)
ENSG00000179915	NRXN1	Approved		Plasma membrane		Nucleoli	Plasma membrane			Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ENSG00000179918	SEPHS2	Approved			Nucleoplasm		Nucleoplasm			Nucleoplasm (GO:0005654)
ENSG00000179922	ZNF784	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000179933	C14orf119	Supported		Cytosol;Mitochondria						Cytosol (GO:0005829);Mitochondria (GO:0005739)
ENSG00000179941	BBS10	Uncertain				Nucleoplasm				Nucleoplasm (GO:0005654)
ENSG00000179943	FIZ1	Approved			Nucleus					Nucleus (GO:0005634)
ENSG00000179950	PUF60	Enhanced	Nucleoplasm							Nucleoplasm (GO:0005654)
ENSG00000179954	SSC5D	Approved			Cytosol;Nucleoplasm		Cytosol;Nucleoplasm			Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
